2,Andrew Puzder withdraws as a labor secretary nominee,"Andrew Puzder has withdrawn as President Donald Trump's choice for labor secretary, a dramatic decision caused by a GOP revolt that claimed the first Cabinet nominee of the new administration.",cnn
2,8 reasons Andrew Puzder's nomination is a mess,"Here are all the reasons Andy Puzder, Trump's pick for Labor secretary, is having a no good, very bad time getting confirmed.",cnn
2,Puzder's ex-wife defends Labor nominee against abuse allegations,The ex-wife of Labor Secretary nominee Andy Puzder is privately telling senators that she made a mistake decades ago in leveling domestic abuse charges against him and appearing in disguise on Oprah Winfrey's TV show to talk about her situation.,cnn
2,Flynn's security clearance suspended 'pending review',"Former national security adviser Michael Flynn's security clearance has been suspended ""pending review,"" a Defense Intelligence Agency spokesman told CNN Wednesday.",cnn
2,Pentagon might propose ground troops for Syria,"The Defense Department might propose that the US send conventional ground combat forces into northern Syria for the first time to speed up the fight against ISIS, CNN has learned.",cnn
2,Republicans may bring earmarks back,"Earmarks, the simultaneously hated and beloved DC tool that lets lawmakers direct money to specific programs and projects, may be coming back.",cnn
2,'A resurgence of white nationalism': Hate groups spiked in 2016,"The number of hate groups in America spiked in 2016, according to the Southern Poverty Law Center.",cnn
2,Tapper calls out Trump on conspiracy theories - CNN Video,"CNN's Jake Tapper discusses how President Donald Trump handled the resignation of National Security Adviser Michael Flynn, and how Trump's comments claiming the media was creating ""conspiracy theories"" were false.",cnn
2,The irony of Trump whining about leaks,"There is some poetic justice in seeing the man who was made President because of leaks potentially hobbled by ones that may legitimately reveal wrongdoing, writes Paul Begala.",cnn
2,Inside Andrew Puzder's failed nomination,"In the end, Andrew Puzder had too much baggage -- both personal and professional -- to be confirmed as President Donald Trump's Cabinet.",cnn
2,Clinton adviser: I never spoke to Russia - CNN Video,"As the fallout from Michael Flynn's resignation continues, former national security adviser to Hillary Clinton, Jake Sullivan, says no one from the Clinton campaign ever reached out to Russia during the 2016 presidential campaign.",cnn
2,"Chaffetz, Goodlatte ask government watchdog to investigate leaks",Two top House Republicans asked the Inspector General on Wednesday to investigate leaks surrounding the ouster of former national security adviser Michael Flynn.,cnn
2,Watch Trump ignore several questions on Russia  - CNN Video,"CNN's Jim Acosta, Sara Murray and Joe Johns all received the cold shoulder when they attempted to ask President Donald Trump for comment on reported contacts between his senior advisers and suspected Russian operatives during his campaign.",cnn
2,"DC preps for 'Day Without Immigrants,' but Hill takes little notice","Washington, DC, restaurants and schools are preparing for a ""Day Without Immigrants"" protest Thursday, but so far, policymakers who live in the nation's capital haven't taken much notice.",cnn
2,Women's March organizers set date for general strike,"The organizers of the Women's March on Washington have set the date for their general strike, dubbed ""A Day Without A Woman,"" for March 8, which is International Women's Day.",cnn
2,Boeing workers in South Carolina overwhelmingly reject union,Workers at Boeing's South Carolina plant go to polls to vote on whether to unionize.,cnn
1,Trump backs off two-state Israeli-Palestinian framework,"President Donald Trump rejected the long-established US framework for Middle East peacemaking at a White House visit with Israeli Prime Minister Benjamin Netanyahu Wednesday as he announced his desire to reach ""the ultimate deal.""",cnn
2,National Security Council vacuum sparks crisis fears,The vacant spot atop the National Security Council is triggering anxiety that the White House is ill-prepared to face a sudden foreign policy crisis amid fresh concern about politics at play in the Situation Room.,cnn
2,Trump administration lags in filling key posts,"Trump's administration remains largely unfilled four weeks into his presidency, with just 34 of nearly 700 key Senate-confirmed positions having a candidate announced",cnn
2,Cruz calls for John Bolton as security adviser - CNN Video,Sen. Ted Cruz (R-TX) says he thinks former US Ambassador to the United Nations John Bolton is a strong candidate for President Trump's national security adviser.,cnn
2,Haass warns of 'real doubts' among allies over US reliability,"A leading foreign policy expert cautioned Friday that the Trump administration's departure from traditional US foreign policy positions has created ""real doubts"" among allies.",cnn
1,Russian provocation: Bluster or genuine peril,"There's a Russian spy ship off the coast of Connecticut. Crammed with eavesdropping equipment, the Viktor Leonov's visit is the latest in a string of provocations.",cnn
2,2 dead as storm rips through Southern California,"Heavy rains slammed Southern California on Friday, killing two people, downing power lines and leaving cars submerged on the streets.",cnn
1,China grants Trump a trademark he's been seeking for a decade,China moves quickly to grant Trump a trademark he's been seeking for a decade.,cnn
1,Suspect in Kim Jong Nam's death thought it was a prank,"A suspect in the death of the North Korean leader's half brother thought she was participating in a television show when she squirted liquid in his face, police said.",cnn
2,Columbia accidentally accepts students,"Columbia University mistakenly emailed 277 master's program applicants that they were accepted, only to quickly rescind the offer, blaming it on ""human error.""",cnn
1,Antarctic sea ice reaches record low,"There is currently less sea ice surrounding the Antarctic continent than at any point since reliable records began in 1979, taking away a key argument from climate change skeptics.",cnn
1,Pence: US 'strongly supports NATO'  - CNN Video,"Vice President Mike Pence assures allies that the United States will be ""unwavering"" in its commitment to NATO.",cnn
1,Pence: U.S. will hold Russia accountable,"Seeking to assuage European fears about refreshed Washington-Moscow ties, Vice President Mike Pence told leaders here Saturday that the United States would hold Russia accountable for its actions even as it works to locate new areas for cooperation.",cnn
1,McCain: People are 'giving up on the West' - CNN Video,"CNN's Fareed Zakaria says Sen. John McCain's speech at a security conference was ""directly about Donald Trump.""",cnn
1,Murder suspect thought she was in TV prank - CNN Video,A suspect in the murder of Kim Jong Nam is accused of spraying him in the face with a potentially lethal substance from a perfume bottle. The woman told police she thought it was a harmless prank. CNN's Brian Todd reports.,cnn
2,There's one thing going right for Trump: The economy,Plenty of reporters say his White House is in 'chaos.' But there's one big thing going right for him right now: The U.S. economy.,cnn
4,Car celebrity Richard Hammond talks about launching the DriveTribe startup,"DriveTribe, the content startup aimed at motoring enthusiasts, was launched last year by former Top Gear presenters Jeremy Clarkson, Richard Hammond and James..",techcrunch
4,"Weekly Roundup: CRISPR-Cas9 patent case concludes, Mark Zuckerberg’s 5,000 word letter to global community","This week, the CRISPR-Cas9 patent case came to a close, an encrypted messaging app went open source and Facebook announced some big changes to its video..",techcrunch
4,Theranos might be on life support,"It probably comes as no surprise: Theranos, the blood testing technology company once worth billions, is struggling to survive. With no revenue, no money set..",techcrunch
4,Snap takes aim at Facebook in roadshow video,Snap is about to embark on its investor roadshow as it prepares to go public at the beginning of March. And a new video gives a glimpse at how they will be..,techcrunch
4,TesLab is the companion app Tesla owners have been waiting for,"Tesla actually makes a lot of data available to vehicle owners via APIs and other endpoints, but it's not always easy to find and make use of that info. Enter..",techcrunch
2,McCain: Dictators 'get started by suppressing free press',"Sen. John McCain slammed President Donald Trump's attacks on the media this week by noting dictators ""get started by suppressing free press.""",cnn
2,Why Trump wants you to hate the media,"While trust in the media overall is low, audiences do have significant levels of trust in the media outlets Trump is attacking, Frida Ghitis writes",cnn
2,DeVos given U.S. Marshals Service protection,"Secretary of Education Betsy DeVos is receiving protection from the United States Marshals Service, a spokeswoman for the group told CNN Saturday.",cnn
1,"Omar Abdel-Rahman, 1993 World Trade Center bombing orchestrator, dies","Omar Abdel-Rahman, an Egyptian-born cleric serving a life sentence for plotting the 1993 bombing at the World Trade Center and other terror attacks in New York, has died, a prison spokesman said. He was 78.",cnn
1,"Norma McCorvey, Roe v. Wade figure, dies","Norma McCorvey, known as ""Jane Roe,"" the plaintiff in Roe v. Wade, the US Supreme Court case that established a constitutional right to abortion, has died, a priest close to her family said.",cnn
1,Pentagon officials: Russian actions a 'test of the new administration',Some Pentagon officials believe Russia is testing President Donald Trump with aggressive moves across the globe.,cnn
4,Ozobot raises $3 million for toys that teach kids coding basics off-screen,"There are many toys on the market today that promise to teach kids programming skills, and a good percentage require the use of a connected tablet or..",techcrunch
2,"Looking for a boost, Trump goes back to what he loves: Campaign rallies","After a month of arduous and, at times, turbulent governing, President Donald Trump is ready for what he really loves: Campaigning.",cnn
2,Tillerson presides over abrupt shakeup at State Department,Secretary of State Rex Tillerson has reassigned a majority of the staff meant to work most closely with the top US diplomat in what career officials at the State Department fear is the start of a major reorganization.,cnn
2,Roe v Wade: Woman in US abortion legal test case dies,"Norma McCorvey was the focus of the ""Roe v Wade"" case but later called her role ""a mistake"".",bbc-news
2,Dutch populist Geert Wilders calls some Moroccans 'scum',"Geert Wilders heads polls ahead of the 15 March election, but his lead is narrowing.",bbc-news
7,"About 1,800 'vulnerable' day-old chicks dumped in field","The day-old chicks were abandoned in a field, sparking an investigation by the RSPCA.",bbc-news
2,Vauxhall deal: PM set to meet Peugeot boss,The PM agrees to meet the boss of France's PSA Group to discuss a planned UK takeover of Vauxhall.,bbc-news
2,Barcelona protest to support migrants draws thousands,Protesters accuse the government of reneging on its promise to allow more migrants into Spain.,bbc-news
2,Wednesbury man who 'died' 27 times praises hospital staff,Ray Woodhall said he suffered so many cardiac arrests a nurse apologised for having to beat his chest so much.,bbc-news
6,Burnley 0-1 Lincoln City,Lincoln become the first non-league side in 103 years to reach the FA Cup quarter-finals with a dramatic last-minute win over Burnley.,bbc-news
2,Brexit: Jeremy Corbyn tells Tony Blair to respect the result,The Labour leader opposes Tony's Blair's call for a movement to challenge the Brexit decision.,bbc-news
4,Bill Gates: Pathogen could kill 30m in a year,"Microsoft's founder warns a virus, possibly created by terrorists, could have a catastrophic effect.",bbc-news
2,New York bomb plot mastermind Omar Abdel Rahman dies in prison,"Omar Abdel Rahman - who was serving a life sentence in the US - dies in prison, his family says.",bbc-news
6,FA Cup: Lincoln City win is 'football miracle' on dramatic fifth-round day,"Non-league side Lincoln achieve a 'football miracle' by reaching the FA Cup quarter-finals, while Millwall knock out Leicester.",bbc-sport
6,"Mo Farah wins 5,000m and Laura Muir breaks record at British Grand Prix","Mo Farah takes victory in the 5,000m at the Birmingham Grand Prix to win the final indoor race of his career.",bbc-sport
6,FA Cup: Shaun Cummings scores late winner for Millwall against Leicester,Late drama as Shaun Cummings puts 10-man Millwall ahead in the last minute against Leicester City in their FA Cup fifth-round tie.,bbc-sport
6,Warrington 27-18 Brisbane - text & radio,Live text coverage plus BBC Radio 5 live sports extra and Radio Merseyside commentary of Warrington Wolves v Brisbane Broncos.,bbc-sport
6,Welsh Open 2017: Judd Trump to face Stuart Bingham in final,Judd Trump will face Stuart Bingham in the Welsh Open final after the Englishmen enjoy comfortable wins in the last four.,bbc-sport
6,"Birmingham Indoor Grand Prix: Laura Muir breaks Dame Kelly Holmes' 1,000m record","Laura Muir breaks Dame Kelly Holmes' British record to win the women's 1,000m at the Birmingham Indoor Grand Prix.",bbc-sport
6,Celtic 2-0 Motherwell,Celtic restore a 27-point advantage at the top of the Scottish Premiership with victory over Motherwell.,bbc-sport
6,Johanna Konta withdraws from Dubai with a foot injury,British number one Johanna Konta withdraws from the Dubai Duty Free Championships with a foot injury.,bbc-sport
6,FA Cup: Sean Raggett heads Lincoln ahead against Burnley,Sean Raggett heads Lincoln City ahead in the 89th minute against Burnley in the FA Cup fifth round at Turf Moor.,bbc-sport
2,"Russia Watches U.S. Reassure Allies, and It's Disappointed","Shortly after Vice President Mike Pence pledged to “hold Russia to account” while looking for common ground in a speech to European allies, a hawkish Russian legislator reached out to shake his hand as he passed through a crowded hotel corridor.",bloomberg
3,What You Should Spend Your Bonus On,Treat yourself … or others.,bloomberg
4,SpaceX Halts Rocket Launch 10 Seconds Before Planned Liftoff,"Elon Musk’s Space Exploration Technologies Corp. halted the launch of its second rocket in as many months on Saturday, about 10 seconds before its scheduled liftoff.",bloomberg
2,"Revamped Immigration Plan More Precise, Concise, Kelly Says","President Donald Trump’s revised executive order on immigration will be “more streamlined” than its predecessor, U.S. Homeland Security Secretary John Kelly said, as the administration seeks a way to avoid the ensnaring of lawful U.S. entrants that led to parts of the original edict being blocked by federal courts.",bloomberg
1,Kraft Heinz Takeover Bid Shakes Up Big Food and Its Slow Growth,Competitors relieved that Kraft Heinz Co. snubbed them for Unilever may want to skip the celebration.,bloomberg
2,McCain Says Free Press Is Key to Democracy in Response to Trump,"A free and at times adversarial press is essential “if you want to preserve democracy,” Republican Senator John McCain said in response to President Donald Trump’s description of the media as the enemy of the American people.",bloomberg
1,"U.S. Policy on North Korea `Not Working,' Chinese Official Says","The U.S. policy of maintaining sanctions and military pressure on North Korea while refusing to talk to the country isn’t working and will only make matters worse, a Chinese official said Saturday, venting Beijing’s impatience with the stalemate over its isolated neighbor.",bloomberg
1,"Superbugs, Climate Chaos Have Bill Gates and the UN Worried","Microsoft co-founder Bill Gates joined the United Nations to warn world leaders about a new series of threats shaping up as megatrends, led by global warming, superbugs and artificial intelligence.",bloomberg
2,"First Sons Donald Jr., Eric Preside at Trump Dubai Golf Opening","President Donald Trump’s adult sons, who now manage his sprawling business empire, were guests of honor at the launch of a new luxury golf course in Dubai, the first opening of a Trump-branded property since Inauguration Day.",bloomberg
1,Samsung Heir Lee Arrives Shackled at Special Prosecutors Office,"South Korean police on Saturday led Jay Y. Lee, hands bound with rope, into a special prosecutors office after arresting the de facto head of the country’s largest industrial conglomerate in a corruption probe that includes allegations of bribery.",bloomberg
2,Lavrov on U.S. Election Hacking Claims: ‘Give Us Some Facts’,"Foreign Minister Sergei Lavrov pushed back against accusations that Russian hackers meddled in last year’s U.S. presidential election, saying no one had put forward any proof and former President Barack Obama’s administration ignored repeated overtures to discuss cyber-security norms.",bloomberg
1,"In Germany, the Male Breadwinner is Still King",Study finds that mothers are increasingly staying in part-time jobs instead of returning to full-time work,bloomberg
1,Poland Hails Pence's Russia Stance and Seeks More U.S. Troops,"Poland needs more U.S. forces on its soil to bolster defenses against Russia and welcomes U.S. Vice President Mike Pence’s assurance that the U.S. is committed to the NATO alliance, the country’s defense minister said.",bloomberg
1,France's Le Pen Denies Allegations Her Aides Had Fake EU Jobs,"French far-right leader Marine Le Pen denied an allegation by the European Union’s fraud office that she gave her aides fake parliamentary jobs, after she became the second main contender in the nation’s presidential race to become embroiled in a funding controversy.",bloomberg
1,Boris Johnson Was Called Out for Equating Brexit With ‘Liberation’,Boris Johnson delivered a Brexit-inspired English lesson to a roomful of diplomats in Germany.,bloomberg
1,Russia: Eastern Ukraine ceasefire starts Monday,Russian Foreign Minister Sergei Lavrov told reporters on Saturday that a ceasefire will go into effect for Eastern Ukraine on Monday.,cnn
6,FA Cup: Best fifth-round goals include Gestede volley & Oxford's cheeky free-kick,"Watch the best of the goals from Saturday's FA Cup action, including a Rudy Gestede volley for Middlesbrough and a cheeky free-kick from Oxford United's Chris Maguire.",bbc-sport
6,Millwall 1-0 Leicester City,Ten-man Millwall secure a stunning upset with a last-minute winner to beat Premier League champions Leicester City and reach the quarter-finals of the FA Cup.,bbc-sport
2,Donald Trump savages media at Florida rally,"The event, unusual for a sitting president, echoes those held during Mr Trump's successful campaign.",bbc-news
2,Trump: 'I'm only worried he's gonna give me a kiss',The US president invited a supporter on to the stage at his rally in Florida.,bbc-news
6,Michael Watson 'carjacking': Ex-boxer and friend injured,"Michael Watson, who was left partially disabled after a boxing match, needed hospital treatment.",bbc-news
1,Briton Ryan Lock mourned by Kurdish community,"Kurdish mourners gather at Heathrow Airport to pay tribute to Briton Ryan Lock, who died fighting so-called Islamic State in Syria.",bbc-news
1,Barcelona protest to support refugees draws thousands,Protesters accuse the government of reneging on its promise to allow more refugees into Spain.,bbc-news
6,World Club Series: Warrington Wolves 27-18 Brisbane Broncos,"Warrington get the first win for an English club over Australian opponents since 2012, beating Brisbane in the World Club Series.",bbc-sport
6,Michael Watson 'carjacking': Ex-boxer and friend injured - BBC News,"Michael Watson, who was left partially disabled after a boxing match, needed hospital treatment.",bbc-sport
6,Claudio Ranieri: Leicester City manager calls for 'soldiers and gladiators',"Leicester City need ""soldiers and gladiators"" to save their season after their FA Cup exit, says manager Claudio Ranieri.",bbc-sport
2,"Trump Rallies Supporters By Renewing Old Promises, Insults","Melbourne, Fla. (AP) -- Just four weeks into his administration, President Donald Trump appeared at a campaign rally that mirrored the months leading up to Election Day, complete with promises to repeal the health care law, insults for the news media and a playlist highlighted by the Rolling Stones.",bloomberg
1,How Behavioral Economics Can Help You Retire Rich,Here’s how you can profit from its work.,bloomberg
1,Hedge Funds Have Their Own Private Village in China,It’s an exclusive enclave for China’s aspiring masters of the universe.,bloomberg
2,Trump gets what he wants in Florida: Campaign-level adulation,"President Donald Trump, after a month of arduous and, at times, turbulent governing, got what he came for Saturday during a dusk rally here: Campaign-level adulation.",cnn
2,watch Trump brings supporter on stage,,cnn
4,SpaceX aborts flight due to rocket issues,"SpaceX delayed its launch Saturday morning ""out of an abundance of caution."" The private space firm will try again Sunday morning.",cnn
4,Bullish,"Bullish​ is TechCrunch's premiere talk show about tech, startups and diversity. Airing Wednesdays 10 AM ET / 7 AM PT.",techcrunch
2,Trump brings supporter on stage during rally - CNN Video,"President Trump had a supporter in the crowd join him on stage to deliver remarks during his rally in Melbourne, Florida.",cnn
2,Jeremy Corbyn 'determined to finish job',"Party leader accepts 'share of responsibility' for by-election loss but is ""determined"" to stay on.",bbc-news
2,President Trump to skip White House correspondents' dinner,The US president has traditionally attended and it will still go ahead in Mr Trump's absence.,bbc-news
6,Mo Farah's coach Alberto Salazar may have breached drug rules - leaked Usada report,"The American coach of Olympic champion Mo Farah may have broken anti-doping rules to boost the performance of some of his athletes, says a leaked report.",bbc-news
1,UK terror threat 'at highest since 1970s IRA plots',"A UK watchdog says so-called Islamic State plans ""indiscriminate attacks on innocent civilians"".",bbc-news
1,Caroline Wyatt: MS 'brain fog' lifted after stem cell treatment,"Caroline Wyatt said the ""brain fog began to lift"" after she paid for treatment in Mexico.",bbc-news
1,David Harewood: Next Doctor Who should be black or female,"Actor David Harewood says Doctor Who ""needs to do something different"" - and he'd be up for it.",bbc-news
8,Vehicle hits crowd at New Orleans parade,"Twenty-eight people are injured, some seriously, but police say terrorism is not suspected.",bbc-news
5,Oscars: Moonlight warms up with Independent Spirit Awards win,Low-budget drama Moonlight warms up for Sunday's Oscars by winning six Independent Spirit Awards.,bbc-news
1,Brexit: Heseltine vows to rebel in Lords bill debate,Senior Tory Lord Heseltine says he will rebel against ministers when peers debate the Brexit bill.,bbc-news
1,Kim Jong-nam killing: Malaysia airport terminal declared safe,North Korean leader's half brother was killed by a nerve agent in the airport two weeks ago.,bbc-news
6, Watch Match of the Day,Watch BBC One live on BBC iPlayer.,bbc-sport
6,Manny Pacquiao and Amir Khan to fight in April,WBO world welterweight champion Manny Pacquiao and Great Britain's Amir Khan agree to fight on 23 April.,bbc-sport
6,GB in men's skeleton,"Watch live BBC Sport coverage of the men's skeleton followed by the four-man bobsleigh at the World Championships in Konigssee, Germany.",bbc-sport
6,Claudio Ranieri: Jamie Vardy says speculation over manager's sacking 'untrue',"Leicester City striker Jamie Vardy says speculation he was involved in Claudio Ranieri's dismissal is ""untrue and extremely hurtful"".",bbc-sport
6,Six Nations 2017: Vern Cotter hails Scotland's second-half show against Wales,"Head coach Vern Cotter lauds Scotland's second-half display against Wales, as they rack up 20 unanswered points to win.",bbc-sport
6,Chelsea 3-1 Swansea City,Chelsea stretch their lead at the top of the Premier League table to 11 points after victory over Swansea City at Stamford Bridge.,bbc-sport
6,"Six Nations 2017: 'I wanted three points, kickers said no' - Wales captain Jones","Captain Alun Wyn Jones wanted to kick for goal at a crucial point against Scotland, but says his kickers said ""no"".",bbc-sport
6,Gavin McDonnell loses on points to Rey Vargas in WBC world title fight,Gavin McDonnell fails in his bid to join his twin brother Jamie as a world champion with a majority-decision loss to Rey Vargas.,bbc-sport
6,Six Nations 2017: Ireland 19-9 France,Ireland beat France 19-9 in Dublin to keep alive their hopes of winning a third Six Nations Championship in four years.,bbc-sport
1,Buffett Says $100 Billion Wasted Trying to Beat the Market,Billionaire investor Warren Buffett devoted a substantial portion of his annual letter to deepen his long-running critique of investment fees.,bloomberg
2,"Millions May Lose Coverage in Obamacare Repeal, Governors Told","Policies supported by Republican congressional leaders to repeal and replace Obamacare could lead millions of people to lose their health coverage, according to a presentation given to state governors meeting Saturday in Washington.",bloomberg
2,Trump Seeks Credit for America's Debt Reduction,President Donald Trump asked on Twitter why the media hasn’t reported that the national debt has dropped since his inauguration.,bloomberg
4,Facebook's Clones Attack Snapchat,"Facebook's approach to Snapchat has been: if you can't buy it, copy it.",bloomberg
2,Trump Says He Won't Attend White House Correspondents Dinner,"President Donald Trump said he won’t attend this year’s White House Correspondents Association Dinner on April 29, following weeks of attacks on news organizations that included calling them “the enemy of the American people.”",bloomberg
5,The Oscars Are Looking More Diverse This Year,This year’s Oscar nominees include seven people of color in the best and supporting acting categories.,bloomberg
1,The Next Financial Crisis Might Be in Your Driveway,"With late payments on the rise, a dealership upsell begins to look dangerous.",bloomberg
2,"White House Denies Briefing Access to New York Times, Politico, CNN","White House press secretary Sean Spicer excluded several major news outlets, including the New York Times and CNN, from an untelevised media briefing on Friday, hours after President Donald Trump assailed coverage of his administration.",bloomberg
2,Perez Elected Democratic Chair as Party Seeks New Direction,"Former Labor Secretary Tom Perez was elected chairman of the Democratic National Committee on Saturday, as the party struggles to set a new direction after Hillary Clinton’s November loss to Donald Trump.",bloomberg
2,Trump declines to attend White House correspondents' dinner,"President Donald Trump has announced that he will not attend this year's White House Correspondents' Dinner, a move that comes amid increasingly hostile relations between the media and the White House.",cnn
2,"Jen Psaki: Without free press, democracy dies",The former Obama White House communications director says the Trump administration's combative approach to the press risks following the model of Russia.,cnn
2,President Trump starts rally attacking media - CNN Video,"At a campaign-style rally in Melbourne, Florida, President Trump started out by attacking the media saying he wanted to speak to the crowd without the filter of the ""fake news.""",cnn
2,Republican lawmaker: Russia investigation needs special prosecutor,"A Republican lawmaker who supported Donald Trump in the 2016 presidential election said a special prosecutor should investigate reported communications between the Trump campaign and Russians known to US intelligence, not Attorney General Jeff Sessions.",cnn
2,National security adviser: Term 'radical Islamic terrorism' isn't helpful,"New national security adviser H.R. McMaster is already setting a strikingly different tone than his ousted predecessor, Michael Flynn, and President Donald Trump, saying the term ""radical Islamic terrorism"" isn't helpful for US goals.",cnn
2,Trump's call for US nuclear supremacy raises questions,"President Donald Trump would like the US to be ""at the top of the pack"" when it comes to having nuclear weapons",cnn
2,Trump: US will be top of the pack with nukes - CNN Video,President Donald Trump told Reuters that the US should be leading the world in nuclear weapons. The statement left non-proliferation experts puzzled and concerned.,cnn
2,Trump is costing the US friends,"While President Donald Trump was busy ignoring the reality of his low approval ratings by bathing in the embrace of an adoring crowd last weekend, his foreign policy challenges were stacking up.",cnn
8,Truck rams crowd during Mardi Gras parade,"One man is in custody after a pickup truck rammed a crowd at a New Orleans Mardi Gras parade, police said. At least 21 people were hurt.",cnn
2,Perez wins DNC chairmanship,Democrats chose a new chair to lead their battered party as it tries to channel its base's anti-Donald Trump energy into an electoral rebound.,cnn
4,This baby monitor uses radar to detect infant breathing patterns,"I’ll be honest, hearing about what Raybaby does made me happy I don’t have kids. The mere thought of needing a device to monitor a child’s breathing..",techcrunch
4,Uber employees are chatting with each other about Uber’s leadership on anonymous workplace app Blind,Uber employees have flocked to an anonymous workplace app called Blind as a sort of catharsis since ex-Uber engineer Susan Fowler Rigetti posted about being..,techcrunch
4,Elon Musk addresses working condition claims in Tesla staff-wide email,"Tesla CEO Elon Musk has shared the results of his own investigation into factory working conditions at the carmaker, following accusations by employee and..",techcrunch
4,"Weekly Roundup: Uber responds to sexual harassment claim, NASA discovers Earth-like planets","Tech news was heavy this week. Uber is facing a sexual harassment claim as well as a lawsuit from Google, NASA discovered planets with what could prove to be..",techcrunch
4,"While tech giants hire, startups fret — Has Brexit Britain become La La Land?","If you’ve read the latest headlines about Britain’s tech industry, you’d think the country hadn’t been rocked by the greatest political and economic..",techcrunch
2,"Don't give up, Jeremy Corbyn urges Labour","Leader says the party must ""remain united"" following its by-election loss to the Conservatives.",bbc-news
5,"Bill Paxton, actor known for Aliens and Titanic, dies aged 61","Actor Bill Paxton, known for roles in Aliens and Titanic, has died aged 61, his family tell US media",bbc-news
1,Germany hate crime: Nearly 10 attacks a day on migrants in 2016,"More than 3,500 attacks were carried out on migrants and asylum shelters in Germany last year.",bbc-news
8,"Girl, five, died of asthma attack after GP turned her away","Five-year-old Ellie-May Clark, who was minutes late for an appointment, died of an asthma attack.",bbc-news
4,Nokia 3310 mobile phone resurrected at MWC 2017,An iconic Nokia phone is revamped with added battery life and new features alongside several Nokia-branded Android models.,bbc-news
6,Six Nations 2017: England 36-15 Italy,England overcome a stern challenge from Italy to remain unbeaten in this year's Six Nations and stretch their winning run to 17 matches.,bbc-news
2,Disability benefits: PIPs should be for 'really disabled',A key Theresa May aide is being criticised over his comments defending changes to the PIPs system.,bbc-news
2,Former Ernie building demolished in Blackpool,"The former home of the original Ernie machine, which generated winning Premium Bond numbers, is demolished.",bbc-news
8,Man critical after car hits five people in Bellingham,One man is critical and four others injured after a Mercedes crashes into them in south-east London.,bbc-news
6,EFL Cup final: Man Utd 2-2 Saints - Gabbiadini leads Saints comeback,Listen to BBC Radio 5 live commentary and follow updates of the EFL Cup final at Wembley.,bbc-sport
6,Tottenham Hotspur 4-0 Stoke City,Harry Kane scores his third hat-trick in nine games as Tottenham react to their European exit by hammering Stoke to go second in the league.,bbc-sport
6,FA People’s Cup: First round - Day three,"Follow live text commentary, match action and the best from social media on day three of the 2017 FA People’s Cup first round.",bbc-sport
6, Bobsleigh and Skeleton World Champs highlights,Watch BBC Two live on BBC iPlayer.,bbc-sport
6,Formula 1: Red Bull launches new RB13 car for 2017,Red Bull unveils the car many expect to be the closest challenger to world champions Mercedes in 2017 - the RB13,bbc-sport
6,Welsh rugby international Elli Norkett dies in A4109 crash - BBC News,A woman who died in a crash in Neath Port Talbot is named as Wales rugby international Elli Norkett.,bbc-sport
6,Atletico Madrid 1-2 Barcelona,Lionel Messi scores a late winner as Barcelona beat Atletico Madrid to move top of La Liga.,bbc-sport
2,Trump's Great Chance to Tell Us What He Really Wants,There's a lot of confusion to clear up when the president addresses Congress Tuesday night.,bloomberg
4,Google Assistant Goes Beyond the Pixel to Take on Apple's Siri,"Google is bringing its voice assistant to the latest Android phones, starting with a closer partnership with LG Electronics.",bloomberg
